#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI_ISL_31567|184346|A/Pennsylvania/10/2009|C1|2009-04-28, 2009.32, 0.001405, 0.000369
EPI_ISL_35004|194141|A/Florida/12/2009|ORIGINAL|2009-08-08, 2009.6, 0.001405, -0.000673
EPI_ISL_61574|214466|A/Wisconsin/629-D01313/2009|MDCK1|2009-05-08, 2009.35, 0.001405, 0.000257
EPI_ISL_31570|184353|A/Louisiana/02/2009|C1|2009-04-29, 2009.33, 0.001405, 0.000332
EPI_ISL_31569|184350|A/Indiana/12/2009|C1|2009-04-29, 2009.33, 0.001405, 0.000332
EPI_ISL_31566|221098|A/Louisiana/01/2009|C1|2009-04-28, 2009.32, 0.001405, 0.000369
EPI_ISL_31172|183156|A/Illinois/04/2009|C1|2009-05-23, 2009.39, 0.001405, 0.000108
EPI_ISL_89966|316699|A/Wisconsin/629-D00889/2009|P0|2009-06-15, 2009.45, 0.001405, -0.000115
EPI_ISL_60823|211487|A/Pennsylvania/07/2009|C1|2009-04-30, 2009.33, 0.001405, 0.000332
EPI_ISL_62547|218159|A/New_York/4691/2009||2009-06-30, 2009.49, 0.001405, -0.000264
EPI_ISL_30685|181669|A/New_York/3181/2009||2009-04-28, 2009.32, 0.001405, 0.000369
EPI_ISL_61603|214698|A/Wisconsin/629-D02013/2009||2009-05-30, 2009.41, 0.001405, 0.000034
EPI_ISL_65018|227785|A/Oregon/13/2009|C1|2009-06-18, 2009.46, 0.001405, -0.000152
EPI_ISL_76039|266570|A/Boston/118/2009|P0|2009-06-20, 2009.47, 0.001405, -0.000189
EPI_ISL_31156|183113|A/Arkansas/03/2009|C2|2009-05-07, 2009.35, 0.001405, 0.000257
EPI_ISL_60800|211429|A/Illinois/10/2009|C4|2009-07-31, 2009.58, 0.003155, 0.001152
EPI_ISL_80198|282927|A/San_Diego/WR1625P/2009|MDCK2|2009-06-12, 2009.44, 0.003743, 0.002260
EPI_ISL_80197|282919|A/San_Diego/WR1624P/2009|MDCK2|2009-06-13, 2009.45, 0.003739, 0.002219
EPI_ISL_76051|266666|A/Boston/132/2009|P0|2009-06-19, 2009.46, 0.001412, -0.000145
EPI_ISL_62676|218978|A/Wisconsin/629-D02220/2009|P0|2009-06-21, 2009.47, 0.001992, 0.000397
JX042528|A/swine/Minnestoa/A01076188/2010|H1N1|USA|01/24/2010, 2010.07, 0.001997, -0.001830
EPI_ISL_32016|185390|A/California/19/2009|C1|2009-04-30, 2009.33, 0.001997, 0.000923
EPI_ISL_61329|213009|A/New_York/3967/2009||2009-06-09, 2009.44, 0.001999, 0.000516
EPI_ISL_63822|223209|A/New_York/3969/2009||2009-06-09, 2009.44, 0.001999, 0.000516
EPI_ISL_73479|252586|A/Pensacola/INS107/2009|P0|2009-11-12, 2009.85, 0.002580, -0.000428
EPI_ISL_89609|315427|A/Boston/594/2009||2009-10-22, 2009.8, 0.003168, 0.000346
EPI_ISL_62660|218850|A/Wisconsin/629-D01619/2009|P0|2009-06-15, 2009.45, 0.001996, 0.000476
EPI_ISL_62677|218986|A/Wisconsin/629-D02263/2009|P0|2009-06-12, 2009.44, 0.002582, 0.001099
EPI_ISL_62642|218706|A/Wisconsin/629-D00724/2009|P0|2009-06-01, 2009.41, 0.002582, 0.001210
EPI_ISL_30968|182745|A/New_York/3177/2009||2009-05-02, 2009.33, 0.001417, 0.000343
EPI_ISL_61296|212745|A/New_York/3577/2009||2009-05-19, 2009.38, 0.002587, 0.001327
EPI_ISL_62625|218570|A/Wisconsin/629-D00022/2009|P0|2009-06-02, 2009.42, 0.002005, 0.000597
EPI_ISL_62666|218898|A/Wisconsin/629-D01844/2009|P0|2009-06-15, 2009.45, 0.002005, 0.000485
EPI_ISL_35026|194290|A/Washington/37/2009|C1|2009-06-24, 2009.48, 0.002003, 0.000371
EPI_ISL_87622|308429|A/Chicago/WRAIR1690P/2009|MDCK2|2009-10-14, 2009.78, 0.004936, 0.002189
EPI_ISL_76905|271459|A/Pensacola/INS213/2009|P0|2009-11-17, 2009.87, 0.004923, 0.001840
EPI_ISL_74146|254946|A/New_York/6939/2009|P0|2009-12-11, 2009.93, 0.004928, 0.001622
EPI_ISL_76720|270479|A/California/VRDL115/2009|P0|2009-12-04, 2009.92, 0.004930, 0.001661
EPI_ISL_71959|250026|A/Maryland/04/2010|C1|2010-02-08, 2010.1, 0.005510, 0.001572
EPI_ISL_75116|258486|A/California/VRDL101/2009|P0|2009-11-05, 2009.84, 0.004348, 0.001377
EPI_ISL_75134|258630|A/District_of_Columbia/INS114/2009|P0|2009-11-04, 2009.83, 0.005515, 0.002581
EPI_ISL_71282|246812|A/New_York/6607/2009|P0|2009-11-24, 2009.89, 0.006098, 0.002941
EPI_ISL_75122|258534|A/California/VRDL87/2009|P0|2009-10-09, 2009.76, 0.004352, 0.001679
EPI_ISL_71494|247705|A/New_York/5447/2009||2009-10-23, 2009.8, 0.004352, 0.001530
EPI_ISL_70779|245572|A/San_Diego/INS35/2009||2009-10-26, 2009.81, 0.004934, 0.002075
EPI_ISL_76712|270415|A/California/VRDL107/2009|P0|2009-11-15, 2009.86, 0.004937, 0.001892
EPI_ISL_74120|254738|A/California/VRDL84/2009|P0|2009-10-09, 2009.76, 0.004936, 0.002263
EPI_ISL_30698|181751|A/South_Carolina/10/2009|E2|2009-04-26, 2009.32, 0.002003, 0.000967
EPI_ISL_31171|194158|A/Idaho/03/2009|C1|2009-05-05, 2009.34, 0.002006, 0.000894
EPI_ISL_32026|221160|A/South_Carolina/13/2009|C2|2009-05-01, 2009.33, 0.002588, 0.001514
EPI_ISL_30712|181800|A/Missouri/03/2009|C1|2009-05-04, 2009.34, 0.002008, 0.000897
EPI_ISL_29958|178414|A/South_Carolina/09/2009|C1|2009-04-26, 2009.32, 0.002008, 0.000971
EPI_ISL_30706|194197|A/Missouri/01/2009|C1|2009-04-27, 2009.32, 0.002008, 0.000971
EPI_ISL_61312|212873|A/New_York/3709/2009||2009-05-28, 2009.41, 0.002008, 0.000636
EPI_ISL_30719|181820|A/South_Dakota/05/2009|C1|2009-04-30, 2009.33, 0.002008, 0.000934
EPI_ISL_63950|224136|A/Houston/10H/2009|harvest-Rh1|2009-05-13, 2009.36, 0.002003, 0.000818
EPI_ISL_63947|224112|A/Houston/7H/2009|harvest-Rh1|2009-05-21, 2009.39, 0.002005, 0.000708
EPI_ISL_63943|224080|A/Houston/5H/2009|harvest-Rh1|2009-05-19, 2009.38, 0.002005, 0.000745
EPI_ISL_62456|217463|A/Houston/2H/2009|harvest-Rh1|2009-05-18, 2009.38, 0.002005, 0.000745
EPI_ISL_63945|224096|A/Houston/6H/2009|harvest-Rh1|2009-05-20, 2009.38, 0.002005, 0.000745
EPI_ISL_63941|224064|A/Houston/3H/2009|harvest-Rh1|2009-05-18, 2009.38, 0.002005, 0.000745
EPI_ISL_63942|224072|A/Houston/5OS/2009||2009-05-19, 2009.38, 0.002005, 0.000745
EPI_ISL_62455|217455|A/Houston/1OS/2009||2009-05-13, 2009.36, 0.002005, 0.000820
EPI_ISL_63946|224104|A/Houston/7OS/2009||2009-05-21, 2009.39, 0.002005, 0.000708
EPI_ISL_63939|224048|A/Houston/2OS/2009||2009-05-18, 2009.38, 0.002005, 0.000745
EPI_ISL_63949|224128|A/Houston/10OS/2009||2009-05-13, 2009.36, 0.002005, 0.000820
EPI_ISL_62457|217471|A/Houston/9OS/2009||2009-05-21, 2009.39, 0.002005, 0.000708
EPI_ISL_63940|224056|A/Houston/3OS/2009||2009-05-18, 2009.38, 0.002005, 0.000745
EPI_ISL_63944|224088|A/Houston/6OS/2009||2009-05-20, 2009.38, 0.002005, 0.000745
EPI_ISL_63948|224120|A/Houston/9H/2009|harvest-Rh1|2009-05-21, 2009.39, 0.002005, 0.000708
EPI_ISL_32630|186641|A/Brawley/40081/2009|MDCK2|2009-04-22, 2009.31, 0.001989, 0.000990
EPI_ISL_30495|180592|A/California/11/2009|E2|2009-04-24, 2009.31, 0.002572, 0.001573
EPI_ISL_30125|179223|A/California/12/2009|C1|2009-04-22, 2009.31, 0.002572, 0.001573
EPI_ISL_61294|212729|A/New_York/3574/2009||2009-05-17, 2009.38, 0.001405, 0.000146
EPI_ISL_61280|212617|A/New_York/3323/2009||2009-05-06, 2009.35, 0.001408, 0.000259
EPI_ISL_61288|212681|A/New_York/3454/2009||2009-05-11, 2009.36, 0.001410, 0.000224
EPI_ISL_61289|212689|A/New_York/3455/2009||2009-05-11, 2009.36, 0.001410, 0.000224
EPI_ISL_30100|179124|A/Florida/04/2009|C1|2009-04-27, 2009.32, 0.001994, 0.000958
EPI_ISL_31164|194140|A/Florida/08/2009|C1|2009-04-29, 2009.33, 0.001994, 0.000920
EPI_ISL_30139|179268|A/Kansas/03/2009|E2|2009-04-24, 2009.31, 0.001996, 0.000996
EPI_ISL_62652|218786|A/Wisconsin/629-D01154/2009|P0|2009-05-13, 2009.36, 0.003161, 0.001976
EPI_ISL_61583|214538|A/Wisconsin/629-D01606/2009|MDCK1|2009-05-03, 2009.34, 0.003745, 0.002634
EPI_ISL_61619|214826|A/Wisconsin/629-D02452/2009|MDCK1|2009-05-08, 2009.35, 0.002582, 0.001433
EPI_ISL_61550|214274|A/Wisconsin/629-D00722/2009|MDCK1|2009-05-19, 2009.38, 0.002582, 0.001322
EPI_ISL_61613|214778|A/Wisconsin/629-D02312/2009|MDCK1|2009-05-02, 2009.33, 0.002582, 0.001508
EPI_ISL_61554|214306|A/Wisconsin/629-D00790/2009|MDCK1|2009-05-04, 2009.34, 0.002582, 0.001471
EPI_ISL_62643|218714|A/Wisconsin/629-D00725/2009|P0|2009-06-04, 2009.42, 0.002582, 0.001173
EPI_ISL_61569|214426|A/Wisconsin/629-D01226/2009|MDCK1|2009-05-04, 2009.34, 0.002582, 0.001471
EPI_ISL_87601|308261|A/San_Diego/WRAIR1648P/2009|MDCK2|2009-04-28, 2009.32, 0.001403, 0.000366
EPI_ISL_61786|215166|A/Cherry_Point/WR0080/2009|MDCK2|2009-04-30, 2009.33, 0.002570, 0.001496
EPI_ISL_61789|215190|A/Cherry_Point/WR0102/2009|MDCK2|2009-05-02, 2009.33, 0.001991, 0.000917
EPI_ISL_61794|215218|A/Craven/WR0093/2009|MDCK2|2009-05-04, 2009.34, 0.001991, 0.000880
EPI_ISL_29576|176499|A/California/06/2009|M1|2009-04-16, 2009.29, 0.001990, 0.001065
EPI_ISL_31576|221156|A/Pennsylvania/08/2009|C1|2009-05-02, 2009.33, 0.002572, 0.001499
EPI_ISL_29967|185403|A/Nebraska/02/2009|C1|2009-04-01, 2009.25, 0.001995, 0.001218
EPI_ISL_30497|180596|A/Colorado/04/2009|E2|2009-04-26, 2009.32, 0.001995, 0.000958
EPI_ISL_30160|179330|A/Washington/11/2009|C1|2009-04-26, 2009.32, 0.001995, 0.000958
EPI_ISL_34546|221099|A/Maine/01/2009|C1|2009-04-27, 2009.32, 0.001995, 0.000958
EPI_ISL_30707|181785|A/South_Dakota/04/2009|C1|2009-05-05, 2009.34, 0.001995, 0.000884
EPI_ISL_30499|180602|A/Idaho/02/2009|C2|2009-04-28, 2009.32, 0.001995, 0.000958
EPI_ISL_30193|179574|A/Wisconsin/09/2009|C1|2009-04-27, 2009.32, 0.001995, 0.000958
EPI_ISL_29968|178451|A/Colorado/03/2009|C1|2009-04-27, 2009.32, 0.001995, 0.000958
EPI_ISL_30126|179224|A/California/13/2009|C1|2009-04-21, 2009.3, 0.001410, 0.000448
EPI_ISL_30725|181831|A/Arizona/06/2009|C1|2009-04-28, 2009.32, 0.001997, 0.000960
EPI_ISL_80202|282959|A/San_Diego/WR1629P/2009|MDCK2|2009-04-30, 2009.33, 0.001997, 0.000923
EPI_ISL_61790|215198|A/Cherry_Point/WR1355/2009|MDCK2|2009-04-28, 2009.32, 0.003749, 0.002712
EPI_ISL_61788|215182|A/Cherry_Point/WR0101/2009|MDCK2|2009-05-02, 2009.33, 0.001997, 0.000923
EPI_ISL_80209|283011|A/Brawley/WR1636P/2009|MDCK2|2009-04-29, 2009.33, 0.001999, 0.000925
EPI_ISL_33570|189095|A/California/27/2009|C2|2009-05-01, 2009.33, 0.002582, 0.001508
EPI_ISL_61793|215210|A/Craven/WR0019/2009|MDCK2|2009-05-05, 2009.34, 0.002583, 0.001472
EPI_ISL_80206|282987|A/San_Diego/WR1633P/2009|MDCK2|2009-05-01, 2009.33, 0.002001, 0.000927
EPI_ISL_32017|185392|A/California/20/2009|C1|2009-05-01, 2009.33, 0.002001, 0.000927
EPI_ISL_80212|283035|A/San_Diego/WR1641P/2009|MDCK2|2009-05-02, 2009.33, 0.002001, 0.000927
EPI_ISL_80207|282995|A/San_Diego/WR1634P/2009|MDCK2|2009-05-02, 2009.33, 0.002001, 0.000927
EPI_ISL_80205|282980|A/San_Diego/WR1632P/2009|MDCK2|2009-05-02, 2009.33, 0.001999, 0.000925
EPI_ISL_30729|181836|A/California/17/2009|E2|2009-04-25, 2009.32, 0.002001, 0.000964
EPI_ISL_60788|211404|A/California/22/2009|C2|2009-05-04, 2009.34, 0.002001, 0.000890
EPI_ISL_80204|282975|A/San_Diego/WR1631P/2009|MDCK2|2009-04-30, 2009.33, 0.002001, 0.000927
EPI_ISL_30140|194199|A/Nevada/05/2009|C1|2009-04-29, 2009.33, 0.001417, 0.000343
EPI_ISL_31573|184365|A/Hawaii/09/2009|C1|2009-04-30, 2009.33, 0.001417, 0.000343
EPI_ISL_31215|183304|A/California/18/2009|C1|2009-04-30, 2009.33, 0.001417, 0.000343
EPI_ISL_29624|176634|A/California/10/2009|ORIGINAL|2009-04-08, 2009.27, 0.001417, 0.000566
EPI_ISL_32631|186649|A/Brawley/40082/2009|MDCK2|2009-04-21, 2009.3, 0.001417, 0.000455
EPI_ISL_29575|176493|A/California/05/2009|C1|2009-03-30, 2009.25, 0.001417, 0.000641
EPI_ISL_80208|283003|A/Brawley/WR1635P/2009|MDCK2|2009-04-28, 2009.32, 0.001417, 0.000380
EPI_ISL_80203|282967|A/San_Diego/WR1630P/2009|MDCK2|2009-05-08, 2009.35, 0.001417, 0.000269
EPI_ISL_73422|252215|A/Michigan/30/2009|Original|2009-04-10, 2009.27, 0.000821, -0.000029
EPI_ISL_31190|221107|A/Missouri/04/2009|C2|2009-05-10, 2009.36, 0.001993, 0.000808
EPI_ISL_30703|181770|A/Kentucky/05/2009|C1|2009-04-30, 2009.33, 0.001410, 0.000336
EPI_ISL_32032|185441|A/Virginia/05/2009|C2|2009-05-06, 2009.35, 0.001410, 0.000262
EPI_ISL_61287|212673|A/New_York/3443/2009|RhMK1|2009-05-01, 2009.33, 0.001410, 0.000336
EPI_ISL_33228|187765|A/New_York/3460/2009||2009-05-04, 2009.34, 0.001410, 0.000299
EPI_ISL_32029|185433|A/Texas/20/2009|E2|2009-04-25, 2009.32, 0.002573, 0.001537
EPI_ISL_30723|181827|A/Texas/17/2009|E2|2009-04-24, 2009.31, 0.003151, 0.002152
EPI_ISL_63971|224304|A/Brownsville/35OS/2009||2009-05-27, 2009.4, 0.003154, 0.001820
EPI_ISL_63972|224312|A/Brownsville/35H/2009|harvest-Rh1|2009-05-27, 2009.4, 0.002577, 0.001242
EPI_ISL_31557|184319|A/Texas/37/2009|C1|2009-04-26, 2009.32, 0.002577, 0.001540
EPI_ISL_35014|194187|A/Louisiana/07/2009|C1|2009-07-13, 2009.53, 0.001408, -0.000409
EPI_ISL_60794|211421|A/Florida/06/2009|C1|2009-04-26, 2009.32, 0.001995, 0.000959
EPI_ISL_60793|211420|A/Florida/05/2009|C1|2009-04-28, 2009.32, 0.001995, 0.000959
EPI_ISL_31188|183209|A/Michigan/05/2009|C1|2009-05-05, 2009.34, 0.002579, 0.001468
EPI_ISL_60801|211432|A/Indiana/09/2009|E2|2009-04-22, 2009.31, 0.002574, 0.001574
EPI_ISL_31555|184307|A/Michigan/04/2009|C1|2009-04-24, 2009.31, 0.001997, 0.000997
EPI_ISL_60810|211455|A/Michigan/03/2009|C1|2009-04-27, 2009.32, 0.001997, 0.000960
EPI_ISL_32034|185444|A/Washington/18/2009|C2|2009-04-30, 2009.33, 0.000828, -0.000246
EPI_ISL_68110|237150|A/California/VRDL40/2009|P0|2009-07-01, 2009.5, 0.001412, -0.000294
EPI_ISL_63951|224144|A/Houston/13OS/2009||2009-04-28, 2009.32, 0.001414, 0.000378
EPI_ISL_87598|308237|A/San_Diego/WRAIR1644P/2009|MDCK2|2009-06-03, 2009.42, 0.003163, 0.001755
EPI_ISL_87605|308293|A/San_Diego/WRAIR1654P/2009|MDCK2|2009-06-15, 2009.45, 0.003166, 0.001645
EPI_ISL_32020|221083|A/Illinois/03/2009|C2|2009-04-27, 2009.32, 0.002589, 0.001552
EPI_ISL_61538|214178|A/Wisconsin/629-D00244/2009|MDCK1|2009-05-02, 2009.33, 0.002589, 0.001515
EPI_ISL_87600|308253|A/San_Diego/WRAIR1647P/2009|MDCK2|2009-05-15, 2009.37, 0.001416, 0.000194
EPI_ISL_60825|211490|A/Texas/21/2009|C1|2009-04-26, 2009.32, 0.001416, 0.000380
EPI_ISL_65017|227777|A/Oregon/11/2009|C1|2009-06-18, 2009.46, 0.001999, 0.000442
EPI_ISL_68099|237062|A/California/VRDL29/2009|P0|2009-06-24, 2009.48, 0.002001, 0.000369
EPI_ISL_30116|179182|A/Tennessee/05/2009|C1|2009-04-28, 2009.32, 0.002581, 0.001544
EPI_ISL_31168|194146|A/Georgia/02/2009|C1|2009-05-04, 2009.34, 0.002003, 0.000892
EPI_ISL_31169|194147|A/Georgia/03/2009|C1|2009-05-04, 2009.34, 0.002585, 0.001474
EPI_ISL_30133|191966|A/Alabama/02/2009|C1|2009-04-27, 2009.32, 0.002586, 0.001549
EPI_ISL_34538|191937|A/Washington/29/2009|X|2009-07-14, 2009.53, 0.002586, 0.000768
EPI_ISL_31166|191974|A/Florida/10/2009|C1|2009-04-30, 2009.33, 0.001419, 0.000345
EPI_ISL_62208|216708|A/Alaska/38/2009|C2|2009-09-11, 2009.69, 0.003164, 0.000751
EPI_ISL_80201|282951|A/San_Diego/WR1628P/2009|MDCK2|2009-06-10, 2009.44, 0.001419, -0.000064
EPI_ISL_30494|180589|A/Arizona/04/2009|E2|2009-04-27, 2009.32, 0.001420, 0.000383
EPI_ISL_30155|179561|A/Oregon/05/2009|C1|2009-04-29, 2009.33, 0.001421, 0.000347
EPI_ISL_30161|179332|A/Washington/12/2009|C1|2009-04-27, 2009.32, 0.001421, 0.000384
EPI_ISL_34537|191935|A/Washington/28/2009|X|2009-07-14, 2009.53, 0.001423, -0.000394
EPI_ISL_31154|183104|A/Arizona/09/2009|C1-2|2009-05-19, 2009.38, 0.000844, -0.000416
EPI_ISL_31561|184332|A/Washington/08/2009|C1|2009-04-27, 2009.32, 0.000844, -0.000193
EPI_ISL_30120|179205|A/Washington/09/2009|C1|2009-04-28, 2009.32, 0.000844, -0.000193
EPI_ISL_30718|181818|A/Ohio/10/2009|C1|2009-04-30, 2009.33, 0.000844, -0.000230
EPI_ISL_61277|212593|A/New_York/3074/2009|RhMK1|2009-04-29, 2009.33, 0.000844, -0.000230
EPI_ISL_31203|183285|A/Washington/14/2009|ORIGINAL|2009-05-07, 2009.35, 0.000844, -0.000305
EPI_ISL_30154|179560|A/Oklahoma/02/2009|C1|2009-04-29, 2009.33, 0.000844, -0.000230
EPI_ISL_30699|181756|A/Illinois/01/2009|C1|2009-04-24, 2009.31, 0.000844, -0.000156
EPI_ISL_30493|180586|A/Arizona/03/2009|E2|2009-04-26, 2009.32, 0.000844, -0.000193
EPI_ISL_30568|181019|A/New_York/3178/2009||2009-04-28, 2009.32, 0.000844, -0.000193
EPI_ISL_31571|184357|A/Nevada/04/2009|C1|2009-04-29, 2009.33, 0.000844, -0.000230
EPI_ISL_60935|211759|A/New_York/1669/2009||2009-04-26, 2009.32, 0.000844, -0.000193
EPI_ISL_30153|179311|A/North_Carolina/06/2009|C1|2009-04-28, 2009.32, 0.000844, -0.000193
EPI_ISL_32025|185423|A/Oregon/07/2009|C2|2009-04-29, 2009.33, 0.000844, -0.000230
EPI_ISL_30708|181788|A/Ohio/09/2009|C1|2009-05-05, 2009.34, 0.000844, -0.000267
EPI_ISL_30159|179327|A/Washington/07/2009|C1|2009-04-28, 2009.32, 0.000844, -0.000193
EPI_ISL_30096|179113|A/New_Mexico/04/2009|C1|2009-04-26, 2009.32, 0.000844, -0.000193
EPI_ISL_63955|224176|A/Houston/15H/2009|harvest-Rh1|2009-05-01, 2009.33, 0.000844, -0.000230
EPI_ISL_30191|179562|A/Oregon/06/2009|C1|2009-04-28, 2009.32, 0.000844, -0.000193
EPI_ISL_63954|224168|A/Houston/15OS/2009||2009-05-01, 2009.33, 0.000844, -0.000230
EPI_ISL_62532|218039|A/New_York/4403/2009||2009-06-17, 2009.46, 0.000844, -0.000714
EPI_ISL_63959|224208|A/Houston/22OS/2009||2009-05-04, 2009.34, 0.000844, -0.000267
EPI_ISL_61621|214842|A/Wisconsin/629-D02473/2009|MDCK1|2009-05-03, 2009.34, 0.000844, -0.000267
EPI_ISL_63960|224216|A/Houston/22H/2009|harvest-Rh1|2009-05-04, 2009.34, 0.000844, -0.000267
EPI_ISL_32027|185427|A/Tennessee/07/2009|C2|2009-04-30, 2009.33, 0.001430, 0.000356
