#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI_ISL_61611|214762|A/Wisconsin/629-D02276/2009||2009-05-27, 2009.4, 0.007357, 0.001435
EPI_ISL_61605|214714|A/Wisconsin/629-D02064/2009|MDCK1|2009-05-22, 2009.39, 0.007356, 0.001472
EPI_ISL_89968|316709|A/Wisconsin/629-D01875/2009|P0|2009-06-18, 2009.46, 0.006780, 0.000635
EPI_ISL_61530|214114|A/Wisconsin/629-D00015/2009|MDCK1|2009-04-30, 2009.33, 0.006782, 0.001121
EPI_ISL_61539|214186|A/Wisconsin/629-D00349/2009|MDCK1|2009-05-04, 2009.34, 0.006782, 0.001084
EPI_ISL_61600|214674|A/Wisconsin/629-D01919/2009|MDCK1|2009-05-09, 2009.35, 0.006782, 0.001047
EPI_ISL_62672|218946|A/Wisconsin/629-D02063/2009|P0|2009-06-18, 2009.46, 0.006784, 0.000639
EPI_ISL_62635|218650|A/Wisconsin/629-D00453/2009|P0|2009-06-04, 2009.42, 0.006784, 0.000788
EPI_ISL_68764|239649|A/Minnesota/22/2009|C1|2009-06-10, 2009.44, 0.007367, 0.001296
EPI_ISL_60803|211434|A/Iowa/07/2009|C1|2009-08-01, 2009.58, 0.007947, 0.001356
EPI_ISL_30714|181806|A/Wisconsin/10/2009|C1|2009-05-04, 2009.34, 0.006786, 0.001088
EPI_ISL_62664|218882|A/Wisconsin/629-D01779/2009|P0|2009-05-28, 2009.41, 0.006789, 0.000830
EPI_ISL_62628|218594|A/Wisconsin/629-D00119/2009|P0|2009-06-14, 2009.45, 0.007368, 0.001261
EPI_ISL_61537|214170|A/Wisconsin/629-D00228/2009|MDCK1|2009-05-06, 2009.35, 0.006205, 0.000470
EPI_ISL_30727|181834|A/Oregon/04/2009|C1|2009-04-27, 2009.32, 0.006789, 0.001165
EPI_ISL_62645|218730|A/Wisconsin/629-D00916/2009|P0|2009-06-14, 2009.45, 0.006791, 0.000683
EPI_ISL_62667|218906|A/Wisconsin/629-D01847/2009|P0|2009-05-29, 2009.41, 0.006791, 0.000832
EPI_ISL_61548|214258|A/Wisconsin/629-D00698/2009||2009-05-27, 2009.4, 0.006793, 0.000872
EPI_ISL_61551|214282|A/Wisconsin/629-D00750/2009|MDCK1|2009-04-30, 2009.33, 0.006793, 0.001132
EPI_ISL_32013|185373|A/Alaska/04/2009|C2|2009-05-01, 2009.33, 0.007960, 0.002299
EPI_ISL_61591|214602|A/Wisconsin/629-D01810/2009|MDCK1|2009-05-04, 2009.34, 0.007375, 0.001677
EPI_ISL_32019|221082|A/Illinois/02/2009|C2|2009-04-30, 2009.33, 0.006793, 0.001133
EPI_ISL_61585|214554|A/Wisconsin/629-D01705/2009|MDCK1|2009-05-03, 2009.34, 0.006795, 0.001097
EPI_ISL_63821|223201|A/Wisconsin/629-D01973/2009|P0|2009-06-26, 2009.48, 0.006795, 0.000576
EPI_ISL_61612|214770|A/Wisconsin/629-D02298/2009|MDCK1|2009-05-22, 2009.39, 0.006216, 0.000332
EPI_ISL_30138|179262|A/Iowa/04/2009|C1|2009-04-24, 2009.31, 0.007379, 0.001793
EPI_ISL_61573|214458|A/Wisconsin/629-D01308/2009||2009-05-01, 2009.33, 0.006797, 0.001137
EPI_ISL_87585|308133|A/New_Jersey/WRAIR1499P/2009|MDCK2|2009-08-02, 2009.58, 0.006802, 0.000211
EPI_ISL_31173|183160|A/Kentucky/06/2009|C1|2009-05-04, 2009.34, 0.006802, 0.001104
EPI_ISL_62623|218554|A/Wisconsin/629-D00008/2009|P0|2009-06-04, 2009.42, 0.006802, 0.000807
EPI_ISL_62633|218634|A/Wisconsin/629-D00428/2009|P0|2009-06-20, 2009.47, 0.006804, 0.000622
EPI_ISL_62668|218914|A/Wisconsin/629-D01851/2009|P0|2009-05-12, 2009.36, 0.006806, 0.001034
EPI_ISL_61584|214546|A/Wisconsin/629-D01642/2009||2009-04-29, 2009.33, 0.006806, 0.001146
EPI_ISL_61588|214578|A/Wisconsin/629-D01773/2009||2009-04-30, 2009.33, 0.006802, 0.001141
EPI_ISL_60802|211433|A/Iowa/05/2009|C1|2009-04-28, 2009.32, 0.007967, 0.002343
EPI_ISL_62636|218658|A/Wisconsin/629-D00496/2009|P0|2009-06-20, 2009.47, 0.006804, 0.000622
EPI_ISL_63973|224320|A/Brownsville/37H/2009|harvest-Rh1|2009-05-28, 2009.41, 0.006223, 0.000264
EPI_ISL_61549|214266|A/Wisconsin/629-D00714/2009|MDCK1|2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_62631|218618|A/Wisconsin/629-D00374/2009|P0|2009-06-01, 2009.41, 0.006225, 0.000266
EPI_ISL_61564|214386|A/Wisconsin/629-D01026/2009||2009-05-28, 2009.41, 0.006225, 0.000266
EPI_ISL_61561|214362|A/Wisconsin/629-D00978/2009|MDCK1|2009-05-14, 2009.37, 0.006225, 0.000415
EPI_ISL_61555|214314|A/Wisconsin/629-D00807/2009|MDCK1|2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61586|214562|A/Wisconsin/629-D01735/2009|MDCK1|2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_61547|214250|A/Wisconsin/629-D00677/2009|MDCK1|2009-05-01, 2009.33, 0.006225, 0.000564
EPI_ISL_61577|214490|A/Wisconsin/629-D01482/2009|MDCK1|2009-05-10, 2009.36, 0.006225, 0.000452
EPI_ISL_61582|214530|A/Wisconsin/629-D01558/2009|MDCK1|2009-04-30, 2009.33, 0.006225, 0.000564
EPI_ISL_61610|214754|A/Wisconsin/629-D02272/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61559|214346|A/Wisconsin/629-D00933/2009||2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_61552|214290|A/Wisconsin/629-D00752/2009|MDCK1|2009-05-19, 2009.38, 0.006225, 0.000378
EPI_ISL_34543|191959|A/Illinois/07/2009|C1|2009-06-13, 2009.45, 0.006225, 0.000117
EPI_ISL_63970|224296|A/Brownsville/34H/2009|harvest-Rh1|2009-05-23, 2009.39, 0.006225, 0.000341
EPI_ISL_61599|214666|A/Wisconsin/629-D01909/2009|MDCK1|2009-05-08, 2009.35, 0.006225, 0.000490
EPI_ISL_61543|214218|A/Wisconsin/629-D00447/2009|MDCK1|2009-04-30, 2009.33, 0.006225, 0.000564
EPI_ISL_61532|214130|A/Wisconsin/629-D00084/2009||2009-05-19, 2009.38, 0.006225, 0.000378
EPI_ISL_61534|214146|A/Wisconsin/629-D00179/2009|MDCK1|2009-05-10, 2009.36, 0.006225, 0.000452
EPI_ISL_89948|316597|A/Wisconsin/629-D02275/2009|P0|2009-05-21, 2009.39, 0.006225, 0.000341
EPI_ISL_61620|214834|A/Wisconsin/629-D02455/2009|MDCK1|2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_89964|316687|A/Wisconsin/629-D01115/2009|P0|2009-06-18, 2009.46, 0.006225, 0.000080
EPI_ISL_61615|214794|A/Wisconsin/629-D02408/2009||2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_30701|181766|A/North_Dakota/04/2009|C1|2009-05-11, 2009.36, 0.006225, 0.000452
EPI_ISL_60792|211417|A/Colorado/12/2009|C2|2009-08-05, 2009.59, 0.006225, -0.000404
EPI_ISL_30121|179209|A/Wisconsin/08/2009|C1|2009-04-27, 2009.32, 0.006225, 0.000601
EPI_ISL_62651|218778|A/Wisconsin/629-D01152/2009|P0|2009-06-15, 2009.45, 0.006225, 0.000117
EPI_ISL_62678|218994|A/Wisconsin/629-D02292/2009|P0|2009-06-30, 2009.49, 0.006225, -0.000032
EPI_ISL_61570|214434|A/Wisconsin/629-D01251/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61557|214330|A/Wisconsin/629-D00869/2009||2009-05-03, 2009.34, 0.006225, 0.000527
EPI_ISL_63982|224423|A/Brownsville/36H/2009|harvest-Rh1|2009-05-27, 2009.4, 0.006225, 0.000304
EPI_ISL_62663|218874|A/Wisconsin/629-D01734/2009|P0|2009-06-16, 2009.45, 0.006225, 0.000117
EPI_ISL_61616|214802|A/Wisconsin/629-D02425/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_31578|184378|A/Wisconsin/12/2009|C1|2009-05-07, 2009.35, 0.006225, 0.000490
EPI_ISL_30720|181822|A/Wisconsin/11/2009|C1|2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_62634|218642|A/Wisconsin/629-D00451/2009|P0|2009-05-23, 2009.39, 0.006225, 0.000341
EPI_ISL_61602|214690|A/Wisconsin/629-D01980/2009|MDCK1|2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_61571|214442|A/Wisconsin/629-D01296/2009||2009-05-03, 2009.34, 0.006225, 0.000527
EPI_ISL_62671|218938|A/Wisconsin/629-D02024/2009|P0|2009-06-22, 2009.47, 0.006225, 0.000043
EPI_ISL_70787|245636|A/Wisconsin/629-D00809/2009||2009-06-03, 2009.42, 0.006225, 0.000229
EPI_ISL_62669|218922|A/Wisconsin/629-D01886/2009|P0|2009-05-27, 2009.4, 0.006225, 0.000304
EPI_ISL_61601|214682|A/Wisconsin/629-D01962/2009|MDCK1|2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61589|214586|A/Wisconsin/629-D01787/2009||2009-05-20, 2009.38, 0.006225, 0.000378
EPI_ISL_61596|214642|A/Wisconsin/629-D01880/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61593|214618|A/Wisconsin/629-D01837/2009|MDCK1|2009-05-14, 2009.37, 0.006225, 0.000415
EPI_ISL_61542|214210|A/Wisconsin/629-D00434/2009|MDCK1|2009-05-16, 2009.37, 0.006225, 0.000415
EPI_ISL_62629|218602|A/Wisconsin/629-D00196/2009|P0|2009-06-13, 2009.45, 0.006225, 0.000117
EPI_ISL_62679|219002|A/Wisconsin/629-D02324/2009|P0|2009-05-25, 2009.4, 0.006225, 0.000304
EPI_ISL_61609|214746|A/Wisconsin/629-D02262/2009|MDCK1|2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_61594|214626|A/Wisconsin/629-D01839/2009|MDCK1|2009-05-15, 2009.37, 0.006225, 0.000415
EPI_ISL_62655|218810|A/Wisconsin/629-D01295/2009|P0|2009-05-15, 2009.37, 0.006225, 0.000415
EPI_ISL_61553|214298|A/Wisconsin/629-D00767/2009|MDCK1|2009-04-30, 2009.33, 0.006225, 0.000564
EPI_ISL_61595|214634|A/Wisconsin/629-D01861/2009|MDCK1|2009-05-01, 2009.33, 0.006225, 0.000564
EPI_ISL_61531|214122|A/Wisconsin/629-D00064/2009|MDCK1|2009-05-14, 2009.37, 0.006225, 0.000415
EPI_ISL_61560|214354|A/Wisconsin/629-D00967/2009|MDCK1|2009-05-16, 2009.37, 0.006225, 0.000415
EPI_ISL_61568|214418|A/Wisconsin/629-D01189/2009|MDCK1|2009-05-02, 2009.33, 0.006225, 0.000564
EPI_ISL_61540|214194|A/Wisconsin/629-D00378/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_63979|224368|A/Brownsville/37OS/2009||2009-05-28, 2009.41, 0.006225, 0.000266
EPI_ISL_61606|214722|A/Wisconsin/629-D02141/2009|MDCK1|2009-04-30, 2009.33, 0.006225, 0.000564
EPI_ISL_61579|214506|A/Wisconsin/629-D01505/2009|MDCK1|2009-04-28, 2009.32, 0.006225, 0.000601
EPI_ISL_30158|179324|A/Texas/19/2009|C1|2009-04-26, 2009.32, 0.006225, 0.000601
EPI_ISL_62637|218666|A/Wisconsin/629-D00541/2009|P0|2009-06-16, 2009.45, 0.006225, 0.000117
EPI_ISL_61544|214226|A/Wisconsin/629-D00487/2009|MDCK1|2009-05-07, 2009.35, 0.006225, 0.000490
EPI_ISL_62632|218626|A/Wisconsin/629-D00426/2009|P0|2009-05-29, 2009.41, 0.006225, 0.000266
EPI_ISL_62648|218754|A/Wisconsin/629-D00989/2009|P0|2009-05-17, 2009.38, 0.006225, 0.000378
EPI_ISL_89954|316632|A/Wisconsin/629-S0235/2009|MDCK_1|2009-06-10, 2009.44, 0.006225, 0.000155
EPI_ISL_61590|214594|A/Wisconsin/629-D01793/2009||2009-05-01, 2009.33, 0.006225, 0.000564
EPI_ISL_61533|214138|A/Wisconsin/629-D00160/2009|MDCK1|2009-05-19, 2009.38, 0.006225, 0.000378
EPI_ISL_62549|218175|A/New_York/4735/2009||2009-07-25, 2009.56, 0.006225, -0.000292
EPI_ISL_61562|214370|A/Wisconsin/629-D00997/2009|MDCK1|2009-05-14, 2009.37, 0.006225, 0.000415
EPI_ISL_31562|184335|A/Wisconsin/07/2009|C1|2009-04-27, 2009.32, 0.006225, 0.000601
EPI_ISL_61545|214234|A/Wisconsin/629-D00498/2009||2009-05-03, 2009.34, 0.006225, 0.000527
EPI_ISL_61618|214818|A/Wisconsin/629-D02432/2009|MDCK1|2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61581|214522|A/Wisconsin/629-D01529/2009|MDCK1|2009-04-30, 2009.33, 0.006225, 0.000564
EPI_ISL_61592|214610|A/Wisconsin/629-D01817/2009||2009-05-01, 2009.33, 0.006225, 0.000564
EPI_ISL_62649|218762|A/Wisconsin/629-D01058/2009|MDCK1|2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_61578|214498|A/Wisconsin/629-D01486/2009||2009-04-29, 2009.33, 0.006225, 0.000564
EPI_ISL_61563|214378|A/Wisconsin/629-D01017/2009|MDCK1|2009-05-03, 2009.34, 0.006225, 0.000527
EPI_ISL_61587|214570|A/Wisconsin/629-D01764/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_29956|178402|A/Michigan/02/2009|C1|2009-04-26, 2009.32, 0.006225, 0.000601
EPI_ISL_87599|308245|A/San_Diego/WRAIR1646P/2009|MDCK2|2009-05-17, 2009.38, 0.006225, 0.000378
EPI_ISL_61617|214810|A/Wisconsin/629-D02427/2009|MDCK1|2009-05-20, 2009.38, 0.006225, 0.000378
EPI_ISL_61575|214474|A/Wisconsin/629-D01415/2009||2009-05-04, 2009.34, 0.006225, 0.000527
EPI_ISL_89951|316616|A/Wisconsin/629-D01420/2009|P0|2009-06-04, 2009.42, 0.006225, 0.000229
EPI_ISL_61604|214706|A/Wisconsin/629-D02028/2009|MDCK1|2009-05-01, 2009.33, 0.006225, 0.000564
EPI_ISL_61546|214242|A/Wisconsin/629-D00575/2009|MDCK1|2009-05-16, 2009.37, 0.006225, 0.000415
EPI_ISL_60814|211468|A/Nebraska/13/2009|C1|2009-08-06, 2009.59, 0.006225, -0.000404
EPI_ISL_62670|218930|A/Wisconsin/629-D01903/2009|P0|2009-06-05, 2009.42, 0.006225, 0.000229
EPI_ISL_62639|218682|A/Wisconsin/629-D00592/2009|P0|2009-06-02, 2009.42, 0.006811, 0.000815
EPI_ISL_74117|254714|A/California/VRDL81/2009|P0|2009-10-01, 2009.74, 0.009732, 0.002545
EPI_ISL_61614|214786|A/Wisconsin/629-D02361/2009|MDCK1|2009-04-30, 2009.33, 0.006813, 0.001152
EPI_ISL_30118|179195|A/Texas/23/2009|C1|2009-04-27, 2009.32, 0.006813, 0.001189
EPI_ISL_62674|218962|A/Wisconsin/629-D02206/2009|P0|2009-05-23, 2009.39, 0.007392, 0.001508
EPI_ISL_63974|224328|A/Brownsville/39OS/2009||2009-05-30, 2009.41, 0.007395, 0.001436
EPI_ISL_63975|224336|A/Brownsville/39H/2009|harvest-Rh1|2009-05-30, 2009.41, 0.007395, 0.001436
EPI_ISL_63963|224240|A/Brownsville/26OS/2009||2009-05-20, 2009.38, 0.006815, 0.000968
EPI_ISL_63965|224256|A/Brownsville/29OS/2009||2009-05-21, 2009.39, 0.007397, 0.001513
EPI_ISL_63966|224264|A/Brownsville/30OS/2009||2009-05-21, 2009.39, 0.007397, 0.001513
EPI_ISL_31167|183144|A/Florida/11/2009|C1|2009-04-30, 2009.33, 0.006813, 0.001153
EPI_ISL_61580|214514|A/Wisconsin/629-D01521/2009||2009-05-20, 2009.38, 0.006815, 0.000968
EPI_ISL_62646|218738|A/Wisconsin/629-D00941/2009|P0|2009-06-01, 2009.41, 0.007394, 0.001436
EPI_ISL_73485|252634|A/San_Diego/INS105/2009|P0|2009-11-04, 2009.83, 0.008562, 0.001040
EPI_ISL_30492|180584|A/Arizona/02/2009|E2|2009-04-26, 2009.32, 0.007395, 0.001772
EPI_ISL_62627|218586|A/Wisconsin/629-D00117/2009||2009-05-28, 2009.41, 0.006815, 0.000856
EPI_ISL_62662|218866|A/Wisconsin/629-D01725/2009|P0|2009-06-01, 2009.41, 0.006815, 0.000856
EPI_ISL_62630|218610|A/Wisconsin/629-D00367/2009|P0|2009-06-02, 2009.42, 0.006816, 0.000820
EPI_ISL_31175|183171|A/Louisiana/05/2009|C2|2009-05-01, 2009.33, 0.006817, 0.001157
EPI_ISL_30710|181794|A/Louisiana/03/2009|C1|2009-05-01, 2009.33, 0.006817, 0.001157
EPI_ISL_62661|218858|A/Wisconsin/629-D01664/2009|P0|2009-06-03, 2009.42, 0.007398, 0.001402
EPI_ISL_62640|218690|A/Wisconsin/629-D00658/2009|P0|2009-06-04, 2009.42, 0.007397, 0.001402
EPI_ISL_62647|218746|A/Wisconsin/629-D00949/2009|P0|2009-05-27, 2009.4, 0.006234, 0.000312
EPI_ISL_61598|214658|A/Wisconsin/629-D01894/2009||2009-05-26, 2009.4, 0.006817, 0.000896
EPI_ISL_62653|218794|A/Wisconsin/629-D01199/2009|P0|2009-06-09, 2009.44, 0.006819, 0.000749
EPI_ISL_63969|224288|A/Brownsville/34OS/2009||2009-05-23, 2009.39, 0.006819, 0.000935
EPI_ISL_61535|214154|A/Wisconsin/629-D00183/2009||2009-05-04, 2009.34, 0.006822, 0.001124
EPI_ISL_62539|218095|A/New_York/4565/2009||2009-07-08, 2009.52, 0.007404, 0.001036
EPI_ISL_62673|218954|A/Wisconsin/629-D02068/2009|P0|2009-06-08, 2009.43, 0.007983, 0.001950
EPI_ISL_62641|218698|A/Wisconsin/629-D00665/2009|P0|2009-06-13, 2009.45, 0.008564, 0.002457
EPI_ISL_61558|214338|A/Wisconsin/629-D00905/2009|MDCK1|2009-05-08, 2009.35, 0.006826, 0.001091
EPI_ISL_61541|214202|A/Wisconsin/629-D00396/2009||2009-05-04, 2009.34, 0.006826, 0.001128
EPI_ISL_62657|218826|A/Wisconsin/629-D01414/2009|P0|2009-06-27, 2009.48, 0.007405, 0.001186
EPI_ISL_62675|218970|A/Wisconsin/629-D02213/2009|P0|2009-05-29, 2009.41, 0.007407, 0.001449
EPI_ISL_61566|214402|A/Wisconsin/629-D01083/2009||2009-05-28, 2009.41, 0.007407, 0.001449
EPI_ISL_61572|214450|A/Wisconsin/629-D01305/2009|MDCK1|2009-05-13, 2009.36, 0.006826, 0.001054
EPI_ISL_62638|218674|A/Wisconsin/629-D00579/2009|P0|2009-06-08, 2009.43, 0.007987, 0.001954
EPI_ISL_62654|218802|A/Wisconsin/629-D01262/2009|P0|2009-05-28, 2009.41, 0.007992, 0.002033
EPI_ISL_68138|237374|A/Wisconsin/629-D00589/2009|P0|2009-06-03, 2009.42, 0.008574, 0.002578
EPI_ISL_61608|214738|A/Wisconsin/629-D02227/2009|MDCK1|2009-05-16, 2009.37, 0.007412, 0.001602
EPI_ISL_62659|218842|A/Wisconsin/629-D01618/2009|P0|2009-06-13, 2009.45, 0.007412, 0.001304
EPI_ISL_61565|214394|A/Wisconsin/629-D01055/2009|MDCK1|2009-05-09, 2009.35, 0.007412, 0.001677
EPI_ISL_61567|214410|A/Wisconsin/629-D01092/2009||2009-05-03, 2009.34, 0.007412, 0.001714
EPI_ISL_29950|178363|A/Texas/07/2009|C1|2009-04-25, 2009.32, 0.008567, 0.002944
EPI_ISL_31196|189187|A/Texas/30/2009|C1|2009-05-05, 2009.34, 0.009735, 0.004037
EPI_ISL_31577|191975|A/Texas/29/2009|C1|2009-05-02, 2009.33, 0.008574, 0.002913
EPI_ISL_63968|224280|A/Brownsville/31H/2009|harvest-Rh1|2009-05-22, 2009.39, 0.008574, 0.002690
EPI_ISL_31572|184362|A/Texas/36/2009|C1|2009-04-29, 2009.33, 0.008574, 0.002913
EPI_ISL_63967|224272|A/Brownsville/31OS/2009||2009-05-22, 2009.39, 0.008574, 0.002690
EPI_ISL_63938|224032|A/Houston/1H/2009|harvest-Rh1|2009-05-13, 2009.36, 0.009156, 0.003384
EPI_ISL_31200|221181|A/Texas/35/2009|C2|2009-05-08, 2009.35, 0.009157, 0.003422
EPI_ISL_63981|224421|A/Houston/20H/2009|harvest-Rh1|2009-05-23, 2009.39, 0.008578, 0.002694
EPI_ISL_63958|224200|A/Houston/20OS/2009||2009-05-23, 2009.39, 0.008578, 0.002694
EPI_ISL_63964|224248|A/Brownsville/27OS/2009||2009-05-20, 2009.38, 0.008578, 0.002731
EPI_ISL_30709|181791|A/Texas/28/2009|C1|2009-04-29, 2009.33, 0.007994, 0.002334
EPI_ISL_63953|224160|A/Houston/14H/2009|harvest-Rh1|2009-05-01, 2009.33, 0.007994, 0.002334
EPI_ISL_31199|183271|A/Texas/34/2009|C1|2009-05-12, 2009.36, 0.007994, 0.002222
EPI_ISL_29957|184325|A/Minnesota/02/2009|C1|2009-04-27, 2009.32, 0.007994, 0.002371
EPI_ISL_63952|224152|A/Houston/14OS/2009||2009-05-01, 2009.33, 0.007994, 0.002334
EPI_ISL_30188|179530|A/Minnesota/03/2009|C1|2009-04-01, 2009.25, 0.007994, 0.002632
EPI_ISL_62270|216977|A/Michigan/24/2009|C1|2009-09-26, 2009.73, 0.007403, 0.000253
EPI_ISL_80213|283043|A/San_Diego/WR1650P/2009|MDCK2|2009-07-21, 2009.55, 0.006826, 0.000346
EPI_ISL_87607|308309|A/San_Diego/WRAIR1657P/2009|MDCK2|2009-07-18, 2009.54, 0.007420, 0.000977
EPI_ISL_33876|190516|A/New_York/4197/2009||2009-06-17, 2009.46, 0.007989, 0.001844
EPI_ISL_62279|217004|A/Nebraska/18/2009|C1|2009-09-08, 2009.68, 0.007995, 0.001032
EPI_ISL_75352|259367|A/Boston/151/2009|P0|2009-07-06, 2009.51, 0.007996, 0.001665
EPI_ISL_60828|211504|A/Utah/20/2009|C2|2009-07-25, 2009.56, 0.009161, 0.002644
EPI_ISL_76059|266730|A/Boston/142/2009|P0|2009-06-30, 2009.49, 0.007995, 0.001739
EPI_ISL_31177|183177|A/Massachusetts/08/2009|C1|2009-05-07, 2009.35, 0.007414, 0.001679
EPI_ISL_31450|183786|A/New_York/3337/2009||2009-05-04, 2009.34, 0.007998, 0.002300
EPI_ISL_76032|266514|A/Boston/103/2009|P0|2009-06-15, 2009.45, 0.008582, 0.002475
JN193422|A/swine/MN/25618/2011|H1N1|USA|02/10/2011, 2011.11, 0.018662, 0.006373
CY114663|A/swine/Minnesota/A01047907/2010|H1N1|USA|12/06/2010, 2010.92, 0.015688, 0.004107
EPI_ISL_62533|218047|A/New_York/4434/2009||2009-06-23, 2009.47, 0.008002, 0.001820
EPI_ISL_31180|221102|A/Massachusetts/11/2009|C1|2009-05-11, 2009.36, 0.008004, 0.002232
EPI_ISL_76046|266626|A/Boston/126/2009|P0|2009-06-20, 2009.47, 0.008584, 0.002402
EPI_ISL_76036|266546|A/Boston/115/2009|P0|2009-06-13, 2009.45, 0.008002, 0.001895
EPI_ISL_80191|282871|A/Silver_Spring/WRAIRSP510P10/2009|MDCK10|2009-06-18, 2009.46, 0.009183, 0.003039
EPI_ISL_80192|282879|A/Silver_Spring/WRAIRSP510P12/2009|MDCK12|2009-06-18, 2009.46, 0.009183, 0.003039
EPI_ISL_80195|282903|A/Silver_Spring/WRAIRSP510P20/2009|MDCK20|2009-06-18, 2009.46, 0.009183, 0.003039
EPI_ISL_80193|282887|A/Silver_Spring/WRAIRSP510P18/2009|MDCK20|2009-06-18, 2009.46, 0.008586, 0.002442
EPI_ISL_33951|190887|A/Silver_Spring/SP510/2009|MDCK2|2009-06-18, 2009.46, 0.008009, 0.001864
EPI_ISL_62274|216987|A/Mississippi/02/2009|C1|2009-09-21, 2009.72, 0.009173, 0.002061
EPI_ISL_70313|243861|A/Mississippi/09/2009|C1|2009-12-16, 2009.95, 0.010345, 0.002376
EPI_ISL_76049|266650|A/Boston/130/2009|P0|2009-06-21, 2009.47, 0.008585, 0.002403
EPI_ISL_71541|248074|A/Wisconsin/629-D00970/2009||2009-11-27, 2009.9, 0.009756, 0.001973
EPI_ISL_30700|181762|A/Rhode_Island/02/2009|C1|2009-04-28, 2009.32, 0.008004, 0.002381
EPI_ISL_60807|211446|A/Massachusetts/16/2009|C1|2009-06-15, 2009.45, 0.008008, 0.001900
EPI_ISL_76035|266538|A/Boston/109/2009|P0|2009-06-15, 2009.45, 0.008008, 0.001900
EPI_ISL_61310|212857|A/New_York/3654/2009||2009-05-26, 2009.4, 0.008586, 0.002665
EPI_ISL_76044|266610|A/Boston/124/2009|P0|2009-06-26, 2009.48, 0.008588, 0.002369
EPI_ISL_61295|212737|A/New_York/3576/2009||2009-05-21, 2009.39, 0.008011, 0.002127
