#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI_ISL_29746|177424|A/Texas/06/2009|C1|2009-04-23, 2009.31, 0.000836, -0.000154
EPI_ISL_30506|180618|A/Oklahoma/01/2009|C1|2009-04-28, 2009.32, 0.000836, -0.000192
EPI_ISL_30117|179189|A/Texas/22/2009|C1|2009-04-26, 2009.32, 0.000836, -0.000192
EPI_ISL_29578|177302|A/Texas/04/2009|X|2009-04-14, 2009.28, 0.000836, -0.000042
EPI_ISL_29960|178425|A/Kansas/02/2009|C1|2009-04-24, 2009.31, 0.000836, -0.000154
EPI_ISL_30192|179568|A/Texas/12/2009|C2|2009-04-24, 2009.31, 0.000836, -0.000154
EPI_ISL_87598|308237|A/San_Diego/WRAIR1644P/2009|MDCK2|2009-06-03, 2009.42, 0.003158, 0.001753
EPI_ISL_87605|308293|A/San_Diego/WRAIR1654P/2009|MDCK2|2009-06-15, 2009.45, 0.003160, 0.001643
EPI_ISL_32020|221083|A/Illinois/03/2009|C2|2009-04-27, 2009.32, 0.002583, 0.001555
EPI_ISL_61538|214178|A/Wisconsin/629-D00244/2009|MDCK1|2009-05-02, 2009.33, 0.002583, 0.001518
EPI_ISL_68099|237062|A/California/VRDL29/2009|P0|2009-06-24, 2009.48, 0.001999, 0.000369
EPI_ISL_30116|179182|A/Tennessee/05/2009|C1|2009-04-28, 2009.32, 0.002580, 0.001552
EPI_ISL_31168|194146|A/Georgia/02/2009|C1|2009-05-04, 2009.34, 0.002003, 0.000899
EPI_ISL_31169|194147|A/Georgia/03/2009|C1|2009-05-04, 2009.34, 0.002585, 0.001482
EPI_ISL_30133|191966|A/Alabama/02/2009|C1|2009-04-27, 2009.32, 0.002585, 0.001557
EPI_ISL_61287|212673|A/New_York/3443/2009|RhMK1|2009-05-01, 2009.33, 0.001420, 0.000355
EPI_ISL_33228|187765|A/New_York/3460/2009||2009-05-04, 2009.34, 0.001420, 0.000317
EPI_ISL_32029|185433|A/Texas/20/2009|E2|2009-04-25, 2009.32, 0.002584, 0.001556
EPI_ISL_30723|181827|A/Texas/17/2009|E2|2009-04-24, 2009.31, 0.003162, 0.002172
EPI_ISL_63971|224304|A/Brownsville/35OS/2009||2009-05-27, 2009.4, 0.003165, 0.001836
EPI_ISL_63972|224312|A/Brownsville/35H/2009|harvest-Rh1|2009-05-27, 2009.4, 0.002587, 0.001258
EPI_ISL_31557|184319|A/Texas/37/2009|C1|2009-04-26, 2009.32, 0.002587, 0.001559
EPI_ISL_60811|211459|A/Mississippi/01/2009|C1|2009-05-13, 2009.36, 0.002584, 0.001405
EPI_ISL_328761|1305759|A/Homo_sapiens/USA/10/2015||2015-05-05, 2015.34, 0.004334, -0.019364
VDL|A/swine/USA/15102/2012|H1N2|HA|swine|2012-04-25, 2012.32, 0.003754, -0.008571
EPI_ISL_188981|617648|A/California/07-JRO08/2009|Egg_1+MDCK_2|2009-04-09, 2009.27, 0.002594, 0.001755
EPI_ISL_188968|617633|A/California/07-JRO03/2009|MDCK_4|2009-04-09, 2009.27, 0.002594, 0.001755
EPI_ISL_188967|617718|A/California/07-JRO02/2009|MDCK_3|2009-04-09, 2009.27, 0.002594, 0.001755
EPI_ISL_31553|177294|A/California/07/2009|C1|2009-04-09, 2009.27, 0.002594, 0.001755
EPI_ISL_29621|185382|A/California/08/2009|C1|2009-04-09, 2009.27, 0.002594, 0.001755
EPI_ISL_502734|1775496|A/USA/P10_HA/2018||2018-01-01, 2018.0, 0.004928, -0.028786
EPI_ISL_188970|617674|A/California/07-JRO10/2009|Egg_3+MDCK_2|2009-04-09, 2009.27, 0.003177, 0.002338
EPI_ISL_223466|768934|A/California/SWL7/2009|E6|2009-04-09, 2009.27, 0.003760, 0.002920
EPI_ISL_188969|617662|A/California/07-JRO09/2009|Egg_2+MDCK_2|2009-04-09, 2009.27, 0.003182, 0.002342
EPI_ISL_4070999|1902518|A/California/X179A/2009||2009-06-01, 2009.41, 0.003762, 0.002395
VDL|A/swine/USA/14020/2017|H1N1|HA|swine|2017-02-28, 2017.16, 0.004344, -0.026207
VDL|A/swine/USA/12574/2012|Unsubtypable|HA|swine|2012-04-06, 2012.26, 0.003182, -0.008917
EPI_ISL_31574|184369|A/Pennsylvania/09/2009|C1|2009-04-30, 2009.33, 0.003184, 0.002119
EPI_ISL_29618|178457|A/California/04/2009|C2|2009-04-01, 2009.25, 0.003184, 0.002420
EPI_ISL_32016|185390|A/California/19/2009|C1|2009-04-30, 2009.33, 0.001998, 0.000933
EPI_ISL_61296|212745|A/New_York/3577/2009||2009-05-19, 2009.38, 0.002586, 0.001333
EPI_ISL_80194|282895|A/Silver_Spring/WRAIRSP510P2/2009|MDCK2|2009-06-18, 2009.46, 0.004364, 0.002809
EPI_ISL_80196|282911|A/Silver_Spring/WRAIRSP510P3/2009|MDCK3|2009-06-18, 2009.46, 0.004360, 0.002805
EPI_ISL_30968|182745|A/New_York/3177/2009||2009-05-02, 2009.33, 0.001423, 0.000357
EPI_ISL_60826|211491|A/Texas/47/2009|C1|2009-06-26, 2009.48, 0.001425, -0.000205
EPI_ISL_30711|181797|A/Louisiana/04/2009|C1|2009-04-30, 2009.33, 0.001427, 0.000362
EPI_ISL_30685|181669|A/New_York/3181/2009||2009-04-28, 2009.32, 0.001427, 0.000400
EPI_ISL_62547|218159|A/New_York/4691/2009||2009-06-30, 2009.49, 0.001427, -0.000241
EPI_ISL_31156|183113|A/Arkansas/03/2009|C2|2009-05-07, 2009.35, 0.001427, 0.000287
EPI_ISL_31566|221098|A/Louisiana/01/2009|C1|2009-04-28, 2009.32, 0.001427, 0.000400
EPI_ISL_89966|316699|A/Wisconsin/629-D00889/2009|P0|2009-06-15, 2009.45, 0.001427, -0.000090
EPI_ISL_61574|214466|A/Wisconsin/629-D01313/2009|MDCK1|2009-05-08, 2009.35, 0.001427, 0.000287
EPI_ISL_65018|227785|A/Oregon/13/2009|C1|2009-06-18, 2009.46, 0.001427, -0.000128
EPI_ISL_61603|214698|A/Wisconsin/629-D02013/2009||2009-05-30, 2009.41, 0.001427, 0.000061
EPI_ISL_35004|194141|A/Florida/12/2009|ORIGINAL|2009-08-08, 2009.6, 0.001427, -0.000655
EPI_ISL_31570|184353|A/Louisiana/02/2009|C1|2009-04-29, 2009.33, 0.001427, 0.000362
EPI_ISL_31567|184346|A/Pennsylvania/10/2009|C1|2009-04-28, 2009.32, 0.001427, 0.000400
EPI_ISL_60823|211487|A/Pennsylvania/07/2009|C1|2009-04-30, 2009.33, 0.001427, 0.000362
EPI_ISL_31172|183156|A/Illinois/04/2009|C1|2009-05-23, 2009.39, 0.001427, 0.000136
EPI_ISL_31569|184350|A/Indiana/12/2009|C1|2009-04-29, 2009.33, 0.001427, 0.000362
EPI_ISL_76039|266570|A/Boston/118/2009|P0|2009-06-20, 2009.47, 0.001427, -0.000165
EPI_ISL_76051|266666|A/Boston/132/2009|P0|2009-06-19, 2009.46, 0.001430, -0.000125
JX042528|A/swine/Minnestoa/A01076188/2010|H1N1|USA|01/24/2010, 2010.07, 0.002017, -0.001835
EPI_ISL_60800|211429|A/Illinois/10/2009|C4|2009-07-31, 2009.58, 0.003182, 0.001175
EPI_ISL_62676|218978|A/Wisconsin/629-D02220/2009|P0|2009-06-21, 2009.47, 0.002017, 0.000424
EPI_ISL_62660|218850|A/Wisconsin/629-D01619/2009|P0|2009-06-15, 2009.45, 0.002016, 0.000499
EPI_ISL_62625|218570|A/Wisconsin/629-D00022/2009|P0|2009-06-02, 2009.42, 0.002019, 0.000614
EPI_ISL_62666|218898|A/Wisconsin/629-D01844/2009|P0|2009-06-15, 2009.45, 0.002019, 0.000501
EPI_ISL_63947|224112|A/Houston/7H/2009|harvest-Rh1|2009-05-21, 2009.39, 0.002019, 0.000727
EPI_ISL_63950|224136|A/Houston/10H/2009|harvest-Rh1|2009-05-13, 2009.36, 0.002021, 0.000843
EPI_ISL_63943|224080|A/Houston/5H/2009|harvest-Rh1|2009-05-19, 2009.38, 0.002021, 0.000767
EPI_ISL_63941|224064|A/Houston/3H/2009|harvest-Rh1|2009-05-18, 2009.38, 0.002021, 0.000767
EPI_ISL_62456|217463|A/Houston/2H/2009|harvest-Rh1|2009-05-18, 2009.38, 0.002021, 0.000767
EPI_ISL_63945|224096|A/Houston/6H/2009|harvest-Rh1|2009-05-20, 2009.38, 0.002021, 0.000767
EPI_ISL_63942|224072|A/Houston/5OS/2009||2009-05-19, 2009.38, 0.002021, 0.000767
EPI_ISL_63949|224128|A/Houston/10OS/2009||2009-05-13, 2009.36, 0.002021, 0.000843
EPI_ISL_63939|224048|A/Houston/2OS/2009||2009-05-18, 2009.38, 0.002021, 0.000767
EPI_ISL_63940|224056|A/Houston/3OS/2009||2009-05-18, 2009.38, 0.002021, 0.000767
EPI_ISL_63948|224120|A/Houston/9H/2009|harvest-Rh1|2009-05-21, 2009.39, 0.002021, 0.000730
EPI_ISL_62457|217471|A/Houston/9OS/2009||2009-05-21, 2009.39, 0.002021, 0.000730
EPI_ISL_63946|224104|A/Houston/7OS/2009||2009-05-21, 2009.39, 0.002021, 0.000730
EPI_ISL_62455|217455|A/Houston/1OS/2009||2009-05-13, 2009.36, 0.002021, 0.000843
EPI_ISL_63944|224088|A/Houston/6OS/2009||2009-05-20, 2009.38, 0.002021, 0.000767
EPI_ISL_80198|282927|A/San_Diego/WR1625P/2009|MDCK2|2009-06-12, 2009.44, 0.003775, 0.002295
EPI_ISL_80197|282919|A/San_Diego/WR1624P/2009|MDCK2|2009-06-13, 2009.45, 0.003771, 0.002253
EPI_ISL_62677|218986|A/Wisconsin/629-D02263/2009|P0|2009-06-12, 2009.44, 0.002607, 0.001127
EPI_ISL_62642|218706|A/Wisconsin/629-D00724/2009|P0|2009-06-01, 2009.41, 0.002607, 0.001240
EPI_ISL_35026|194290|A/Washington/37/2009|C1|2009-06-24, 2009.48, 0.002021, 0.000391
EPI_ISL_32026|221160|A/South_Carolina/13/2009|C2|2009-05-01, 2009.33, 0.002604, 0.001538
EPI_ISL_31171|194158|A/Idaho/03/2009|C1|2009-05-05, 2009.34, 0.002026, 0.000923
EPI_ISL_30698|181751|A/South_Carolina/10/2009|E2|2009-04-26, 2009.32, 0.002028, 0.001001
EPI_ISL_30712|181800|A/Missouri/03/2009|C1|2009-05-04, 2009.34, 0.002028, 0.000925
EPI_ISL_29958|178414|A/South_Carolina/09/2009|C1|2009-04-26, 2009.32, 0.002028, 0.001001
EPI_ISL_61312|212873|A/New_York/3709/2009||2009-05-28, 2009.41, 0.002028, 0.000662
EPI_ISL_30706|194197|A/Missouri/01/2009|C1|2009-04-27, 2009.32, 0.002028, 0.001001
EPI_ISL_30719|181820|A/South_Dakota/05/2009|C1|2009-04-30, 2009.33, 0.002028, 0.000963
EPI_ISL_61329|213009|A/New_York/3967/2009||2009-06-09, 2009.44, 0.002021, 0.000542
EPI_ISL_63822|223209|A/New_York/3969/2009||2009-06-09, 2009.44, 0.002021, 0.000542
EPI_ISL_73479|252586|A/Pensacola/INS107/2009|P0|2009-11-12, 2009.85, 0.002605, -0.000418
EPI_ISL_89609|315427|A/Boston/594/2009||2009-10-22, 2009.8, 0.003193, 0.000358
EPI_ISL_87622|308429|A/Chicago/WRAIR1690P/2009|MDCK2|2009-10-14, 2009.78, 0.004955, 0.002195
EPI_ISL_74146|254946|A/New_York/6939/2009|P0|2009-12-11, 2009.93, 0.004942, 0.001617
EPI_ISL_76712|270415|A/California/VRDL107/2009|P0|2009-11-15, 2009.86, 0.004945, 0.001883
EPI_ISL_75116|258486|A/California/VRDL101/2009|P0|2009-11-05, 2009.84, 0.004366, 0.001381
EPI_ISL_74120|254738|A/California/VRDL84/2009|P0|2009-10-09, 2009.76, 0.004951, 0.002266
EPI_ISL_71282|246812|A/New_York/6607/2009|P0|2009-11-24, 2009.89, 0.006118, 0.002943
EPI_ISL_75122|258534|A/California/VRDL87/2009|P0|2009-10-09, 2009.76, 0.004371, 0.001687
EPI_ISL_71494|247705|A/New_York/5447/2009||2009-10-23, 2009.8, 0.004371, 0.001536
EPI_ISL_70779|245572|A/San_Diego/INS35/2009||2009-10-26, 2009.81, 0.004956, 0.002083
EPI_ISL_75134|258630|A/District_of_Columbia/INS114/2009|P0|2009-11-04, 2009.83, 0.005539, 0.002590
EPI_ISL_76905|271459|A/Pensacola/INS213/2009|P0|2009-11-17, 2009.87, 0.004955, 0.001857
EPI_ISL_76720|270479|A/California/VRDL115/2009|P0|2009-12-04, 2009.92, 0.004958, 0.001671
EPI_ISL_71959|250026|A/Maryland/04/2010|C1|2010-02-08, 2010.1, 0.005538, 0.001573
EPI_ISL_73422|252215|A/Michigan/30/2009|Original|2009-04-10, 2009.27, 0.000833, -0.000006
EPI_ISL_87601|308261|A/San_Diego/WRAIR1648P/2009|MDCK2|2009-04-28, 2009.32, 0.001420, 0.000392
EPI_ISL_31190|221107|A/Missouri/04/2009|C2|2009-05-10, 2009.36, 0.002006, 0.000827
EPI_ISL_61280|212617|A/New_York/3323/2009||2009-05-06, 2009.35, 0.001423, 0.000282
EPI_ISL_61294|212729|A/New_York/3574/2009||2009-05-17, 2009.38, 0.001427, 0.000174
EPI_ISL_61288|212681|A/New_York/3454/2009||2009-05-11, 2009.36, 0.001427, 0.000249
EPI_ISL_61289|212689|A/New_York/3455/2009||2009-05-11, 2009.36, 0.001427, 0.000249
EPI_ISL_30139|179268|A/Kansas/03/2009|E2|2009-04-24, 2009.31, 0.002008, 0.001018
EPI_ISL_30100|179124|A/Florida/04/2009|C1|2009-04-27, 2009.32, 0.002010, 0.000982
EPI_ISL_31164|194140|A/Florida/08/2009|C1|2009-04-29, 2009.33, 0.002010, 0.000944
EPI_ISL_62652|218786|A/Wisconsin/629-D01154/2009|P0|2009-05-13, 2009.36, 0.003167, 0.001989
EPI_ISL_61583|214538|A/Wisconsin/629-D01606/2009|MDCK1|2009-05-03, 2009.34, 0.003751, 0.002648
EPI_ISL_61619|214826|A/Wisconsin/629-D02452/2009|MDCK1|2009-05-08, 2009.35, 0.002588, 0.001447
EPI_ISL_61550|214274|A/Wisconsin/629-D00722/2009|MDCK1|2009-05-19, 2009.38, 0.002588, 0.001334
EPI_ISL_61613|214778|A/Wisconsin/629-D02312/2009|MDCK1|2009-05-02, 2009.33, 0.002588, 0.001522
EPI_ISL_62643|218714|A/Wisconsin/629-D00725/2009|P0|2009-06-04, 2009.42, 0.002588, 0.001183
EPI_ISL_61569|214426|A/Wisconsin/629-D01226/2009|MDCK1|2009-05-04, 2009.34, 0.002588, 0.001485
EPI_ISL_61554|214306|A/Wisconsin/629-D00790/2009|MDCK1|2009-05-04, 2009.34, 0.002588, 0.001485
EPI_ISL_34538|191937|A/Washington/29/2009|X|2009-07-14, 2009.53, 0.002592, 0.000773
EPI_ISL_32630|186641|A/Brawley/40081/2009|MDCK2|2009-04-22, 2009.31, 0.002009, 0.001019
EPI_ISL_30495|180592|A/California/11/2009|E2|2009-04-24, 2009.31, 0.002592, 0.001602
EPI_ISL_30125|179223|A/California/12/2009|C1|2009-04-22, 2009.31, 0.002592, 0.001602
EPI_ISL_61793|215210|A/Craven/WR0019/2009|MDCK2|2009-05-05, 2009.34, 0.002589, 0.001486
EPI_ISL_29576|176499|A/California/06/2009|M1|2009-04-16, 2009.29, 0.002005, 0.001090
EPI_ISL_30126|179224|A/California/13/2009|C1|2009-04-21, 2009.3, 0.001425, 0.000473
EPI_ISL_33570|189095|A/California/27/2009|C2|2009-05-01, 2009.33, 0.002593, 0.001528
EPI_ISL_80202|282959|A/San_Diego/WR1629P/2009|MDCK2|2009-04-30, 2009.33, 0.002010, 0.000944
EPI_ISL_61789|215190|A/Cherry_Point/WR0102/2009|MDCK2|2009-05-02, 2009.33, 0.002016, 0.000950
EPI_ISL_61794|215218|A/Craven/WR0093/2009|MDCK2|2009-05-04, 2009.34, 0.002016, 0.000912
EPI_ISL_80205|282980|A/San_Diego/WR1632P/2009|MDCK2|2009-05-02, 2009.33, 0.002014, 0.000949
EPI_ISL_30729|181836|A/California/17/2009|E2|2009-04-25, 2009.32, 0.002017, 0.000989
EPI_ISL_60788|211404|A/California/22/2009|C2|2009-05-04, 2009.34, 0.002017, 0.000914
EPI_ISL_80204|282975|A/San_Diego/WR1631P/2009|MDCK2|2009-04-30, 2009.33, 0.002017, 0.000951
EPI_ISL_30140|194199|A/Nevada/05/2009|C1|2009-04-29, 2009.33, 0.001432, 0.000367
EPI_ISL_29575|176493|A/California/05/2009|C1|2009-03-30, 2009.25, 0.001432, 0.000668
EPI_ISL_80203|282967|A/San_Diego/WR1630P/2009|MDCK2|2009-05-08, 2009.35, 0.001432, 0.000291
EPI_ISL_29624|176634|A/California/10/2009|ORIGINAL|2009-04-08, 2009.27, 0.001432, 0.000593
EPI_ISL_31215|183304|A/California/18/2009|C1|2009-04-30, 2009.33, 0.001432, 0.000367
EPI_ISL_80208|283003|A/Brawley/WR1635P/2009|MDCK2|2009-04-28, 2009.32, 0.001432, 0.000404
EPI_ISL_31573|184365|A/Hawaii/09/2009|C1|2009-04-30, 2009.33, 0.001432, 0.000367
EPI_ISL_32631|186649|A/Brawley/40082/2009|MDCK2|2009-04-21, 2009.3, 0.001432, 0.000480
EPI_ISL_80209|283011|A/Brawley/WR1636P/2009|MDCK2|2009-04-29, 2009.33, 0.002017, 0.000951
EPI_ISL_30725|181831|A/Arizona/06/2009|C1|2009-04-28, 2009.32, 0.002017, 0.000989
EPI_ISL_61788|215182|A/Cherry_Point/WR0101/2009|MDCK2|2009-05-02, 2009.33, 0.002019, 0.000954
EPI_ISL_61790|215198|A/Cherry_Point/WR1355/2009|MDCK2|2009-04-28, 2009.32, 0.003774, 0.002746
EPI_ISL_61786|215166|A/Cherry_Point/WR0080/2009|MDCK2|2009-04-30, 2009.33, 0.002603, 0.001538
EPI_ISL_80206|282987|A/San_Diego/WR1633P/2009|MDCK2|2009-05-01, 2009.33, 0.002022, 0.000956
EPI_ISL_32017|185392|A/California/20/2009|C1|2009-05-01, 2009.33, 0.002022, 0.000956
EPI_ISL_80207|282995|A/San_Diego/WR1634P/2009|MDCK2|2009-05-02, 2009.33, 0.002022, 0.000956
EPI_ISL_80212|283035|A/San_Diego/WR1641P/2009|MDCK2|2009-05-02, 2009.33, 0.002022, 0.000956
EPI_ISL_31576|221156|A/Pennsylvania/08/2009|C1|2009-05-02, 2009.33, 0.002602, 0.001536
EPI_ISL_29967|185403|A/Nebraska/02/2009|C1|2009-04-01, 2009.25, 0.002024, 0.001260
EPI_ISL_30497|180596|A/Colorado/04/2009|E2|2009-04-26, 2009.32, 0.002024, 0.000996
EPI_ISL_30707|181785|A/South_Dakota/04/2009|C1|2009-05-05, 2009.34, 0.002024, 0.000921
EPI_ISL_29968|178451|A/Colorado/03/2009|C1|2009-04-27, 2009.32, 0.002024, 0.000996
EPI_ISL_30499|180602|A/Idaho/02/2009|C2|2009-04-28, 2009.32, 0.002024, 0.000996
EPI_ISL_30160|179330|A/Washington/11/2009|C1|2009-04-26, 2009.32, 0.002024, 0.000996
EPI_ISL_30193|179574|A/Wisconsin/09/2009|C1|2009-04-27, 2009.32, 0.002024, 0.000996
EPI_ISL_34546|221099|A/Maine/01/2009|C1|2009-04-27, 2009.32, 0.002024, 0.000996
EPI_ISL_60825|211490|A/Texas/21/2009|C1|2009-04-26, 2009.32, 0.001422, 0.000395
EPI_ISL_30703|181770|A/Kentucky/05/2009|C1|2009-04-30, 2009.33, 0.001425, 0.000359
EPI_ISL_32032|185441|A/Virginia/05/2009|C2|2009-05-06, 2009.35, 0.001425, 0.000284
EPI_ISL_30155|179561|A/Oregon/05/2009|C1|2009-04-29, 2009.33, 0.001425, 0.000359
EPI_ISL_30702|221053|A/Arizona/07/2009|C1|2009-05-07, 2009.35, 0.001425, 0.000284
EPI_ISL_34537|191935|A/Washington/28/2009|X|2009-07-14, 2009.53, 0.001427, -0.000391
EPI_ISL_65016|227770|A/Oregon/10/2009|C1|2009-06-15, 2009.45, 0.001427, -0.000090
EPI_ISL_31561|184332|A/Washington/08/2009|C1|2009-04-27, 2009.32, 0.000848, -0.000180
EPI_ISL_31203|183285|A/Washington/14/2009|ORIGINAL|2009-05-07, 2009.35, 0.000848, -0.000293
EPI_ISL_30191|179562|A/Oregon/06/2009|C1|2009-04-28, 2009.32, 0.000848, -0.000180
EPI_ISL_63959|224208|A/Houston/22OS/2009||2009-05-04, 2009.34, 0.000848, -0.000255
EPI_ISL_30699|181756|A/Illinois/01/2009|C1|2009-04-24, 2009.31, 0.000848, -0.000142
EPI_ISL_31571|184357|A/Nevada/04/2009|C1|2009-04-29, 2009.33, 0.000848, -0.000218
EPI_ISL_63960|224216|A/Houston/22H/2009|harvest-Rh1|2009-05-04, 2009.34, 0.000848, -0.000255
EPI_ISL_30153|179311|A/North_Carolina/06/2009|C1|2009-04-28, 2009.32, 0.000848, -0.000180
EPI_ISL_32025|185423|A/Oregon/07/2009|C2|2009-04-29, 2009.33, 0.000848, -0.000218
EPI_ISL_62532|218039|A/New_York/4403/2009||2009-06-17, 2009.46, 0.000848, -0.000707
EPI_ISL_63954|224168|A/Houston/15OS/2009||2009-05-01, 2009.33, 0.000848, -0.000218
EPI_ISL_63955|224176|A/Houston/15H/2009|harvest-Rh1|2009-05-01, 2009.33, 0.000848, -0.000218
EPI_ISL_61621|214842|A/Wisconsin/629-D02473/2009|MDCK1|2009-05-03, 2009.34, 0.000848, -0.000255
EPI_ISL_60935|211759|A/New_York/1669/2009||2009-04-26, 2009.32, 0.000848, -0.000180
EPI_ISL_30708|181788|A/Ohio/09/2009|C1|2009-05-05, 2009.34, 0.000848, -0.000255
EPI_ISL_30120|179205|A/Washington/09/2009|C1|2009-04-28, 2009.32, 0.000848, -0.000180
EPI_ISL_61277|212593|A/New_York/3074/2009|RhMK1|2009-04-29, 2009.33, 0.000848, -0.000218
EPI_ISL_30568|181019|A/New_York/3178/2009||2009-04-28, 2009.32, 0.000848, -0.000180
EPI_ISL_30154|179560|A/Oklahoma/02/2009|C1|2009-04-29, 2009.33, 0.000848, -0.000218
EPI_ISL_30493|180586|A/Arizona/03/2009|E2|2009-04-26, 2009.32, 0.000848, -0.000180
EPI_ISL_30096|179113|A/New_Mexico/04/2009|C1|2009-04-26, 2009.32, 0.000848, -0.000180
EPI_ISL_30718|181818|A/Ohio/10/2009|C1|2009-04-30, 2009.33, 0.000848, -0.000218
EPI_ISL_30159|179327|A/Washington/07/2009|C1|2009-04-28, 2009.32, 0.000848, -0.000180
EPI_ISL_68110|237150|A/California/VRDL40/2009|P0|2009-07-01, 2009.5, 0.001430, -0.000276
EPI_ISL_32034|185444|A/Washington/18/2009|C2|2009-04-30, 2009.33, 0.000852, -0.000213
EPI_ISL_65017|227777|A/Oregon/11/2009|C1|2009-06-18, 2009.46, 0.002020, 0.000465
EPI_ISL_31188|183209|A/Michigan/05/2009|C1|2009-05-05, 2009.34, 0.002606, 0.001503
EPI_ISL_60801|211432|A/Indiana/09/2009|E2|2009-04-22, 2009.31, 0.002601, 0.001611
EPI_ISL_31555|184307|A/Michigan/04/2009|C1|2009-04-24, 2009.31, 0.002024, 0.001034
EPI_ISL_60810|211455|A/Michigan/03/2009|C1|2009-04-27, 2009.32, 0.002024, 0.000996
EPI_ISL_31154|183104|A/Arizona/09/2009|C1-2|2009-05-19, 2009.38, 0.000859, -0.000394
EPI_ISL_60794|211421|A/Florida/06/2009|C1|2009-04-26, 2009.32, 0.002025, 0.000997
EPI_ISL_60793|211420|A/Florida/05/2009|C1|2009-04-28, 2009.32, 0.002025, 0.000997
EPI_ISL_31166|191974|A/Florida/10/2009|C1|2009-04-30, 2009.33, 0.001444, 0.000378
EPI_ISL_62208|216708|A/Alaska/38/2009|C2|2009-09-11, 2009.69, 0.003189, 0.000768
EPI_ISL_29990|178487|A/Texas/15/2009|C1|2009-04-15, 2009.29, 0.002025, 0.001110
EPI_ISL_30973|182785|A/New_York/3307/2009||2009-05-01, 2009.33, 0.002024, 0.000958
EPI_ISL_35014|194187|A/Louisiana/07/2009|C1|2009-07-13, 2009.53, 0.001445, -0.000374
EPI_ISL_80201|282951|A/San_Diego/WR1628P/2009|MDCK2|2009-06-10, 2009.44, 0.001444, -0.000036
EPI_ISL_63951|224144|A/Houston/13OS/2009||2009-04-28, 2009.32, 0.001446, 0.000418
EPI_ISL_30492|180584|A/Arizona/02/2009|E2|2009-04-26, 2009.32, 0.001446, 0.000418
